entity_type,entity_id,name_en,name_bn,search_text,latitude,longitude,provider,confidence,status
community_unmatched_stop,RAW_KURIL_CHOURASTA,Kuril Chourasta,,"Kuril Chourasta, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MES,MES,,"MES, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MADHYA_BADDA,Madhya Badda,,"Madhya Badda, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MALIBAGH_RAILGATE,Malibagh Railgate,,"Malibagh Railgate, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MAOWA,Maowa,,"Maowa, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MATUAIL,Matuail,,"Matuail, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MERUL,Merul,,"Merul, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_METRO_HALL,Metro Hall,,"Metro Hall, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MILL_GATE,Mill Gate,,"Mill Gate, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MIRPUR_2_MIRPUR_10,Mirpur 2 Mirpur 10,,"Mirpur 2 Mirpur 10, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MIRPUR_SONY_CINEMA_HALL,Mirpur Sony Cinema Hall,,"Mirpur Sony Cinema Hall, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MITFORD_GHAT,Mitford Ghat,,"Mitford Ghat, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MOGBAZAR_MOHAKHALI,Mogbazar Mohakhali,,"Mogbazar Mohakhali, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MOTSHO_BHABAN,Motsho Bhaban,,"Motsho Bhaban, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_MUGDAPARA,Mugdapara,,"Mugdapara, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_NADDA,Nadda,,"Nadda, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_NEW_MARKET_NILKHET,New Market Nilkhet,,"New Market Nilkhet, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_NILA_MARKET,Nila Market,,"Nila Market, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_NIMTOLA,Nimtola,,"Nimtola, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_NOBINAGAR_BAIPAYL,Nobinagar Baipayl,,"Nobinagar Baipayl, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_NOBINAGAR_CHANDRA,Nobinagar Chandra,,"Nobinagar Chandra, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_OLD_AIRPORT,Old Airport,,"Old Airport, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_PALLI_BIDYUT,Palli Bidyut,,"Palli Bidyut, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_PANTHAPATH,Panthapath,,"Panthapath, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_PANTHOPOTH,Panthopoth,,"Panthopoth, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_POLICE_PLAZA,Police Plaza,,"Police Plaza, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_PRESS_CLUB_PALTAN,Press Club  Paltan,,"Press Club  Paltan, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_PUROBI_PALLABI,Purobi Pallabi,,"Purobi Pallabi, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RAJLAKSHMI,Rajlakshmi,,"Rajlakshmi, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RAJLAKSHMI_HOUSE_BUILDING,Rajlakshmi House Building,,"Rajlakshmi House Building, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RAMPURA_BAZAR,Rampura Bazar,,"Rampura Bazar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RAYER_BAZAR,Rayer Bazar,,"Rayer Bazar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RING_ROAD,Ring Road,,"Ring Road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RING_ROAD,Ring road,,"Ring road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RUPNAGAR,Rupnagar,,"Rupnagar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_RUPNAGAR_ABASHIK,Rupnagar Abashik,,"Rupnagar Abashik, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SALIMULLAH_ROAD,Salimullah Road,,"Salimullah Road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SANARPAR,Sanarpar,,"Sanarpar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SAUDI_COLONY,Saudi Colony,,"Saudi Colony, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SAVAR_CANTONMENT,Savar Cantonment,,"Savar Cantonment, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHAHJADPUR,Shahjadpur,,"Shahjadpur, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHANTINAGAR,Shantinagar,,"Shantinagar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHEWRA,Shewra,,"Shewra, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHIA_MOSQUE,Shia Mosque,,"Shia Mosque, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHIB_BARI,Shib Bari,,"Shib Bari, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHIBU_MARKET,Shibu Market,,"Shibu Market, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHIMULTOLA,Shimultola,,"Shimultola, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHONBARI_SREENAGAR,Shonbari Sreenagar,,"Shonbari Sreenagar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SHOWARI_GHAT,Showari Ghat,,"Showari Ghat, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SIGNAL,Signal,,"Signal, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SIKDER_MEDICAL_COLLEGE,Sikder Medical College,,"Sikder Medical College, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SONY_CINEMA_HALL_MIRPUR_1,Sony Cinema Hall Mirpur 1,,"Sony Cinema Hall Mirpur 1, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SOUTH_BANASREE,South Banasree,,"South Banasree, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_STAR_KABAB,Star Kabab,,"Star Kabab, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_STATION_ROAD,Station Road,,"Station Road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_SURA_BARI,Sura Bari,,"Sura Bari, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_TAJMAHAL_ROAD,Tajmahal Road,,"Tajmahal Road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_TALTOLA,Taltola,,"Taltola, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_TARABO,Tarabo,,"Tarabo, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_TOLARBAG,Tolarbag,,"Tolarbag, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_VASHANTEK,Vashantek,,"Vashantek, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_VULTA,Vulta,,"Vulta, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_WIRELESS,Wireless,,"Wireless, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ZIA_UDDYAN,Zia Uddyan,,"Zia Uddyan, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KAKALI,kakali,,"kakali, Dhaka, Bangladesh",,,,,pending_manual_review
